timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1712861888421,508,HTTP Request 3,200,OK,Thread Group 2-2,text,true,,422182,231,52,52,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,352,0,156
1712861888431,586,HTTP Request 3,200,OK,Thread Group 2-3,text,true,,422186,231,60,60,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,360,0,156
1712861888622,472,HTTP Request 3,200,OK,Thread Group 2-22,text,true,,422182,231,67,67,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,321,0,105
1712861888494,628,HTTP Request 3,200,OK,Thread Group 2-9,text,true,,422178,231,69,69,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,457,0,156
1712861888524,599,HTTP Request 3,200,OK,Thread Group 2-12,text,true,,422185,231,69,69,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,361,0,154
1712861888453,696,HTTP Request 3,200,OK,Thread Group 2-5,text,true,,422180,231,69,69,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,375,0,157
1712861888603,560,HTTP Request 3,200,OK,Thread Group 2-20,text,true,,422183,231,70,70,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,388,0,144
1712861888592,583,HTTP Request 3,200,OK,Thread Group 2-19,text,true,,422187,231,70,70,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,412,0,143
1712861888443,738,HTTP Request 3,200,OK,Thread Group 2-4,text,true,,422168,231,69,69,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,402,0,156
1712861888564,619,HTTP Request 3,200,OK,Thread Group 2-16,text,true,,422195,231,68,68,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,349,0,140
1712861888583,602,HTTP Request 3,200,OK,Thread Group 2-18,text,true,,422181,231,68,68,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,366,0,157
1712861888663,525,HTTP Request 3,200,OK,Thread Group 2-26,text,true,,422184,231,67,67,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,341,0,147
1712861888473,726,HTTP Request 3,200,OK,Thread Group 2-7,text,true,,422178,231,67,67,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,415,0,152
1712861888514,700,HTTP Request 3,200,OK,Thread Group 2-11,text,true,,422174,231,68,68,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,383,0,161
1712861888673,543,HTTP Request 3,200,OK,Thread Group 2-27,text,true,,422181,231,67,67,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,362,0,152
1712861888642,602,HTTP Request 3,200,OK,Thread Group 2-24,text,true,,422187,231,69,69,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,348,0,154
1712861888732,518,HTTP Request 3,200,OK,Thread Group 2-33,text,true,,422185,231,68,68,https://dnipro.karabas.com/ua/?gad_source=1&gclid=Cj0KCQjwlN6wBhCcARIsAKZvD5gc3_z8dOZLNqDMlOVWnfwljl5JB09uNIqOS_stPWBIuXU6dCTVs_MaAmlFEALw_wcB,340,0,153
